obs_id,length_obs_s,sex,sig_s,sig_nb,chasing_s,feeding_s,frozen_s,Q1_s,Q2_s,Q3_s,Q4_s,Q5_s,Q6_s,dash_nb
C05V1000,66.160,female,NA,NA,NA,15.496,5.253,14.842,0,8.845,3.000,37.489,1.246,0
C05V1001,57.830,female,NA,NA,NA,0,0,10.996,15.924,22.496,0,7.744,0,0
C05V1002,57.830,female,NA,NA,NA,0,0,1.748,9.246,3.001,16.244,7.752,18.909,0
C05V1003,66.090,female,NA,NA,NA,0.752,0,0,9.746,0,21.484,0,33.958,0
C05V1004,57.830,female,NA,NA,NA,7.249,0,0,2.494,0,17.953,0,36.245,0
C05V1005,57.830,female,NA,NA,NA,0,0,0,2.247,0,28.734,0,26.365,0
C05V1006,57.830,female,NA,NA,NA,8.657,0,0,6.499,0,20.735,0,30.314,0
C05V1007,66.090,female,NA,NA,NA,0,0,0,3.505,0,22.887,0,39.402,2
C05V1008,57.830,female,NA,NA,NA,25.399,0,0,2.999,0,8.745,15.905,29.421,0
C05V1009,57.830,female,NA,NA,NA,17.249,0,0,1.000,0,17.239,1.248,38.071,0
C05V1010,3.770,female,NA,NA,NA,0,0,0,1.611,0,1.652,0,0,0
C05V2000,66.160,female,NA,NA,NA,0,0,2.746,21.999,1.999,20.994,1.503,16.485,0
C05V2001,57.830,female,NA,NA,NA,0,0,0,19.457,0,23.633,0,14.245,0
C05V2002,57.830,female,NA,NA,NA,16.749,0,6.250,1.902,4.744,3.495,29.459,11.499,0
C05V2003,66.090,female,NA,NA,NA,9.001,0,0,5.997,0,22.231,7.249,29.697,0
C05V2004,57.830,female,NA,NA,NA,7.999,0,0,8.991,0,23.762,0,24.101,0
C05V2005,57.830,female,NA,NA,NA,21.502,0,0,0.496,0,11.015,4.745,41.299,0
C05V2006,57.830,female,NA,NA,NA,5.103,0,1.500,8.152,5.743,11.235,20.989,9.751,0
C05V2007,66.090,female,NA,NA,NA,9.917,0,7.249,0,23.478,0,32.573,1.749,0
C05V2008,57.830,female,NA,NA,NA,0,2.498,18.610,8.248,12.332,4.745,10.900,2.746,0
C05V2009,57.830,female,NA,NA,NA,6.253,0,4.501,2.002,10.983,5.050,21.652,13.082,0
C05V2010,10.240,female,NA,NA,NA,0,0,0,0,0,0,4.615,5.151,0
C06V1000,66.730,female,NA,NA,NA,4.504,17.240,0,0,0,0.499,25.999,39.763,0
C06V1001,58.330,female,NA,NA,NA,0.252,3.499,0,0,0.553,0,29.109,28.393,0
C06V1002,58.330,female,NA,NA,NA,0,0,0,0,7.667,0,50.396,0,0
C06V1003,58.330,female,NA,NA,NA,0,0,0,0,11.998,4.249,28.390,13.211,0
C06V1004,58.330,female,NA,NA,NA,3.255,0,0,0.000,10.500,0,45.208,2.152,0
C06V1005,66.670,female,NA,NA,NA,0,0,0,0,16.641,0,49.608,0,0
C06V1006,58.330,female,NA,NA,NA,2.250,0,0,0,4.101,0,41.039,12.750,0
C06V1007,58.330,female,NA,NA,NA,0.747,0,0,0,15.985,4.499,31.624,5.745,0
C06V1008,58.330,female,NA,NA,NA,5.999,0,0,0,0,9.495,22.151,26.416,0
C06V1009,58.330,female,NA,NA,NA,0,0,0,0,0,8.342,16.493,32.806,0
C06V1010,19.300,female,NA,NA,NA,0,0,0,0,0,2.504,0,15.946,0
C06V2000,66.730,female,NA,NA,NA,2.250,0,7.992,21.400,6.492,13.368,6.753,10.241,0
C06V2001,58.330,female,NA,NA,NA,1.002,0,5.497,0,16.997,6.651,22.420,6.496,0
C06V2002,58.330,female,NA,NA,NA,1.003,0,7.756,2.999,17.728,3.495,24.319,1.748,0
C06V2003,58.330,female,NA,NA,NA,0,0,36.299,0,15.339,0,6.402,0,0
C06V2004,58.330,female,NA,NA,NA,0,0,23.653,0,17.650,0,16.744,0,0
C06V2005,66.670,female,NA,NA,NA,0,0,19.625,2.710,26.154,0,17.815,0,0
C06V2006,58.330,female,NA,NA,NA,0,3.243,17.500,40.574,0,0,0,0,0
C06V2007,58.330,female,NA,NA,NA,0.500,0,1.753,23.152,4.995,6.992,0,21.175,0
C06V2008,58.330,female,NA,NA,NA,2.996,0,0.500,15.240,4.497,10.749,8.500,18.567,0
C06V2009,58.330,female,NA,NA,NA,0,0.996,31.430,0,1.748,4.749,7.753,12.397,0
C06V2010,15.770,female,NA,NA,NA,0,0,1.653,0,2.997,0,10.615,0,0
C07V1000,66.730,female,NA,NA,NA,2.253,0,0,20.460,0,11.497,0,34.402,0
C07V1001,58.330,female,NA,NA,NA,0,0,23.499,32.365,0,1.999,0,0,0
C07V1002,58.330,female,NA,NA,NA,3.000,0,2.999,26.924,0,13.151,0,14.997,0
C07V1003,58.330,female,NA,NA,NA,28.245,0,0,9.653,0,3.498,0,44.712,0
C07V1004,58.330,female,NA,NA,NA,11.246,0,0,0,0,0,0,58.015,0
C07V1005,66.670,female,NA,NA,NA,44.356,0,3.499,0.998,1.998,1.749,14.252,43.761,0
C07V1006,58.330,female,NA,NA,NA,31.716,0,3.497,0,1.251,0.751,0,52.365,0
C07V1007,58.330,female,NA,NA,NA,42.720,0,0,0,0,0,13.219,44.652,0
C07V1008,58.330,female,NA,NA,NA,11.750,0,2.248,11.504,0.496,2.000,24.577,17.247,0
C07V1009,58.330,female,NA,NA,NA,0,0,35.673,0,6.252,0,16.147,0,0
C07V1010,43.170,female,NA,NA,NA,7.003,0,3.151,11.751,0.499,7.001,0.746,18.904,0
C07V2000,66.730,female,NA,NA,NA,1.753,0.750,10.242,8.000,6.992,17.867,1.251,11.746,0
C07V2001,58.330,female,NA,NA,NA,12.756,0,0,0,0,4.654,43.908,9.501,0
C07V2002,58.330,female,NA,NA,NA,3.253,0,4.249,0,4.251,0,48.464,0,0
C07V2003,58.330,female,NA,NA,NA,3.938,0,3.999,5.999,4.902,0.996,36.433,5.746,0
C07V2004,58.330,female,NA,NA,NA,11.228,0,0,0,9.003,0,39.123,9.747,0
C07V2005,66.670,female,NA,NA,NA,3.248,0,22.744,0,11.995,0,31.513,0,0
C07V2006,58.330,female,NA,NA,NA,1.498,0,14.494,0,13.003,0,30.577,0,0
C07V2007,58.330,female,NA,NA,NA,0,1.111,27.251,0,20.418,0,10.004,0,0
C07V2008,58.330,female,NA,NA,NA,15.592,0,0,0,6.404,0,17.745,33.649,0
C07V2009,58.330,female,NA,NA,NA,14.750,0,1.249,0,3.499,0,32.965,20.154,0
C07V2010,36.930,female,NA,NA,NA,2.499,0,3.756,0,13.072,0,19.746,0,0
C08V1000,66.730,female,NA,NA,NA,0,0,42.240,16.870,4.249,0,0,2.504,0
C08V1001,58.330,female,NA,NA,NA,0,0,15.747,42.124,0,0,0,0,0
C08V1002,58.330,female,NA,NA,NA,0,0,16.243,39.070,1.249,1.496,0,0,0
C08V1003,58.330,female,NA,NA,NA,0,1.248,28.250,19.899,3.993,0.752,0,5.179,0
C08V1004,58.330,female,NA,NA,NA,0,2.499,33.660,3.501,14.502,2.996,0,3.398,0
C08V1005,66.670,female,NA,NA,NA,0,0,17.128,45.998,0,2.494,0,0,0
C08V1006,58.330,female,NA,NA,NA,0,4.247,40.901,2.910,8.988,5.080,0,0,0
C08V1007,58.330,female,NA,NA,NA,3.249,0,6.918,0,1.749,2.150,19.495,27.752,1
C08V1008,58.330,female,NA,NA,NA,0,6.498,11.649,13.500,14.496,2.748,8.996,6.666,0
C08V1009,58.330,female,NA,NA,NA,12.500,0,1.249,0.970,5.998,14.746,0,34.901,0
C08V1010,2.530,female,NA,NA,NA,0,0,0,0.620,0,1.364,0,0,0
C08V2000,66.730,female,NA,NA,NA,0,0,0,14.553,3.899,32.645,9.492,5.747,0
C08V2001,58.330,female,NA,NA,NA,0,9.502,28.747,1.499,20.900,3.904,2.842,0,0
C08V2002,58.330,female,NA,NA,NA,13.495,0,0,10.963,0,16.247,6.404,24.248,0
C08V2003,58.330,female,NA,NA,NA,21.507,1.499,1.749,8.654,4.997,6.495,0,36.126,0
C08V2004,58.330,female,NA,NA,NA,30.756,0,0,0,0.999,1.497,7.002,48.566,0
C08V2005,66.670,female,NA,NA,NA,5.000,0,0,1.999,2.249,32.963,0,29.151,0
C08V2006,58.330,female,NA,NA,NA,6.004,0,0,3.749,0,11.495,10.749,31.174,0
C08V2007,58.330,female,NA,NA,NA,1.255,0,0,0.253,0,19.245,0,38.359,0
C08V2008,58.330,female,NA,NA,NA,2.749,0,0,0,0,3.466,1.249,53.151,0
C08V2009,58.330,female,NA,NA,NA,0,0,0,0,9.248,12.651,14.249,21.721,0
C08V2010,5.100,female,NA,NA,NA,0,0,0,0,0,0,0,4.830,0
C09V1000,66.730,female,NA,NA,NA,0,0,7.499,26.867,6.245,6.741,10.749,8.157,0
C09V1001,58.330,female,NA,NA,NA,2.499,0,2.748,28.463,8.248,8.564,0,10.002,0
C09V1002,58.330,female,NA,NA,NA,0,0,22.711,19.250,0.500,8.896,0,6.499,0
C09V1003,58.330,female,NA,NA,NA,0,0,23.903,24.746,0,1.999,0,7.220,0
C09V1004,58.330,female,NA,NA,NA,5.250,0,0,0,1.750,9.256,6.997,40.056,0
C09V1005,66.670,female,NA,NA,NA,0,0,0,0,0.751,15.896,0,49.713,0
C09V1006,58.330,female,NA,NA,NA,20.253,0,0,0,0,4.456,11.500,41.901,0
C09V1007,58.330,female,NA,NA,NA,2.247,0,1.500,0,12.421,1.901,17.493,24.748,0
C09V1008,58.330,female,NA,NA,NA,0,0,0,0,18.134,0,39.707,0,0
C09V1009,58.330,female,NA,NA,NA,0,0,1.250,0.750,5.884,10.996,30.177,8.997,1
C09V1010,3.500,female,NA,NA,NA,0,0,0,0,0,0,0.900,2.110,0
C09V2000,66.730,female,NA,NA,NA,0,66.132,0,0,0,0,66.132,0,0
C09V2001,58.330,female,NA,NA,NA,0,58.100,0,0,0,0,58.100,0,0
C09V2002,58.330,female,NA,NA,NA,0,58.100,0,0,0,0,58.100,0,0
C09V2003,58.330,female,NA,NA,NA,0,57.808,0,0,0,0,57.808,0,0
C09V2004,58.330,female,NA,NA,NA,0.500,15.153,0,0,0,0,58.077,0,0
C09V2005,66.670,female,NA,NA,NA,26.610,2.001,0,0,0,0,66.272,0,0
C09V2006,58.330,female,NA,NA,NA,23.424,0,0,0,0,0,25.403,32.672,0
C09V2007,58.330,female,NA,NA,NA,17.749,0,0,0,0,0,36.228,21.654,0
C09V2008,58.330,female,NA,NA,NA,13.672,0,0,0,0,0,32.652,25.419,0
C09V2009,58.330,female,NA,NA,NA,34.414,0,0,0,0,0,0,58.074,0
C09V2010,66.670,female,NA,NA,NA,13.155,13.999,0,0,0,0,0,66.266,0
C10V1000,66.730,female,NA,NA,NA,0,0,19.247,39.508,0,4.496,0,3.001,0
C10V1001,58.330,female,NA,NA,NA,0,0,16.495,28.990,0,11.654,0,0.947,0
C10V1002,58.330,female,NA,NA,NA,0,0,12.499,34.495,2.497,2.249,1.924,4.402,0
C10V1003,58.330,female,NA,NA,NA,5.002,0,3.503,24.246,1.149,4.748,3.421,20.996,0
C10V1004,58.330,female,NA,NA,NA,1.250,0,15.747,5.750,4.247,1.913,19.897,10.249,0
C10V1005,66.670,female,NA,NA,NA,21.001,0,0,5.494,0,9.395,2.227,49.248,0
C10V1006,58.330,female,NA,NA,NA,11.749,0,0,4.167,0,8.497,0,45.398,0
C10V1007,58.330,female,NA,NA,NA,1.500,0,11.000,3.370,1.997,1.999,23.745,15.749,0
C10V1008,58.330,female,NA,NA,NA,5.444,0,9.746,3.653,6.497,1.496,28.686,8.000,0
C10V1009,58.330,female,NA,NA,NA,4.676,0,25.738,2.999,6.747,2.998,17.084,2.498,0
C10V1010,41.600,female,NA,NA,NA,0,0,18.739,14.163,3.753,0.498,2.404,1.747,0
C10V2000,66.730,female,NA,NA,NA,0.751,0,18.748,17.297,7.229,7.258,10.503,5.237,0
C10V2001,58.330,female,NA,NA,NA,1.246,0,29.425,1.405,7.241,0.746,13.994,5.251,0
C10V2002,58.330,female,NA,NA,NA,0,0,29.649,0,11.234,0.495,14.750,1.921,0
C10V2003,58.330,female,NA,NA,NA,0,0,1.497,31.997,4.428,10.245,3.499,6.401,0
C10V2004,58.330,female,NA,NA,NA,0,0,13.994,22.166,4.406,9.742,1.246,6.500,0
C10V2005,66.670,female,NA,NA,NA,0,0,14.996,24.618,7.245,10.244,0,9.244,0
C10V2006,58.330,female,NA,NA,NA,1.499,0,12.752,21.647,2.494,8.851,1.750,10.547,0
C10V2007,58.330,female,NA,NA,NA,0,2.000,7.249,37.501,1.472,11.649,0,0,0
C10V2008,58.330,female,NA,NA,NA,0,0,2.250,36.703,0.902,15.996,0,1.999,0
C10V2009,58.330,female,NA,NA,NA,2.747,2.250,35.999,2.152,3.748,0.271,2.997,11.907,0
C10V2010,58.470,female,NA,NA,NA,5.744,0,14.749,1.613,1.001,0.751,11.501,28.246,0
C11V1000,66.160,female,NA,NA,NA,17.364,0,0,0,0.498,0.001,41.368,23.896,0
C11V1001,57.830,female,NA,NA,NA,20.231,0,0,0,1.997,1.960,44.655,8.746,0
C11V1002,57.830,female,NA,NA,NA,3.746,0,0,0,3.000,2.902,40.175,11.482,0
C11V1003,66.090,female,NA,NA,NA,0,0,1.744,0,21.991,0,42.063,0,0
C11V1004,57.830,female,NA,NA,NA,3.747,0,0,0,12.985,0,44.576,0,0
C11V1005,57.830,female,NA,NA,NA,25.507,0,0,0,2.498,0.998,17.569,36.501,0
C11V1006,57.830,female,NA,NA,NA,16.504,0,0,0,0,1.461,16.401,39.498,0
C11V1007,66.090,female,NA,NA,NA,13.993,0,1.502,0,7.745,9.645,28.998,17.710,0
C11V1008,57.830,female,NA,NA,NA,3.251,0,0,0,0.749,7.998,16.928,31.895,0
C11V1009,57.830,female,NA,NA,NA,19.248,0,0,0,2.002,6.501,31.648,17.210,0
C11V1010,9.780,female,NA,NA,NA,3.158,0,0,0,0,0,0,9.375,0
C11V2000,66.160,female,NA,NA,NA,0,0,12.395,37.243,5.497,4.878,5.749,0,0
C11V2001,57.830,female,NA,NA,NA,0,0,34.659,14.002,5.754,1.651,1.492,0,0
C11V2002,57.830,female,NA,NA,NA,4.000,0,0,0,3.498,2.904,40.910,10.255,0
C11V2003,66.090,female,NA,NA,NA,0,0,29.492,1.750,17.690,0.997,15.823,0,0
C11V2004,57.830,female,NA,NA,NA,0,0,6.743,0,20.741,0,30.046,0,0
C11V2005,57.830,female,NA,NA,NA,0,0,3.997,18.711,4.249,14.745,5.650,9.995,0
C11V2006,57.830,female,NA,NA,NA,5.274,0,0,29.391,0,14.246,0,13.876,0
C11V2007,66.090,female,NA,NA,NA,13.500,0,9.501,23.422,0.747,10.743,0,21.398,0
C11V2008,57.830,female,NA,NA,NA,21.750,0,10.243,2.905,9.746,2.997,27.902,3.748,0
C11V2009,57.830,female,NA,NA,NA,0,0,24.490,0,17.814,0,14.956,0,0
C11V2010,16.160,female,NA,NA,NA,0,0,0,0,5.261,0,10.497,0,0
C12V1000,66.730,female,NA,NA,NA,0,0,13.563,36.297,2.498,11.897,0,1.500,0
C12V1001,58.330,female,NA,NA,NA,0,0,34.458,18.094,2.000,3.500,0,0,0
C12V1002,58.330,female,NA,NA,NA,0,0,2.670,15.994,9.500,9.401,17.742,2.741,0
C12V1003,58.330,female,NA,NA,NA,0.995,0,2.651,7.379,3.496,6.556,19.993,17.997,0
C12V1004,58.330,female,NA,NA,NA,0,0,28.721,8.996,5.492,1.903,1.500,11.249,0
C12V1005,66.670,female,NA,NA,NA,0,0,28.149,5.997,21.481,0,8.630,1.998,0
C12V1006,58.330,female,NA,NA,NA,0,0,6.667,14.492,4.741,14.012,6.395,11.735,0
C12V1007,58.330,female,NA,NA,NA,0,0,11.737,30.217,10.649,2.752,0.999,1.495,0
C12V1008,58.330,female,NA,NA,NA,0,0,0,56.309,0,1.568,0,0,0
C12V1009,58.330,female,NA,NA,NA,0,0,4.913,47.392,0,3.753,0,1.998,0
C12V1010,14.870,female,NA,NA,NA,0,0,2.156,1.992,0.999,4.600,0,4.745,0
C12V2000,66.730,female,NA,NA,NA,0,0,27.904,12.993,4.495,9.495,3.863,7.497,0
C12V2001,58.330,female,NA,NA,NA,0,0,7.246,30.960,10.246,5.748,3.653,0,0
C12V2002,58.330,female,NA,NA,NA,0,0,0,35.149,0,18.347,0,4.581,0
C12V2003,58.330,female,NA,NA,NA,0,0,11.715,25.744,0,15.745,0,4.649,0
C12V2004,58.330,female,NA,NA,NA,0,0,22.652,0,15.990,0,19.201,0,0
C12V2005,66.670,female,NA,NA,NA,0,0,15.240,10.249,16.140,9.242,6.864,8.492,1
C12V2006,58.330,female,NA,NA,NA,0,0,4.993,0,22.357,0,29.145,0.997,0
C12V2007,58.330,female,NA,NA,NA,0,0,28.355,0,21.979,0,7.501,0,0
C12V2008,58.330,female,NA,NA,NA,0,0,22.237,0,23.458,0,12.154,0,0
C12V2009,58.330,female,NA,NA,NA,0,0,40.180,0,13.881,0,4.003,0,0
C13V1000,66.730,female,NA,NA,NA,8.002,5.753,0,0,1.748,10.153,21.463,32.992,0
C13V1001,58.330,female,NA,NA,NA,11.499,0,0,0,4.495,0.749,41.079,11.745,0
C13V1002,58.330,female,NA,NA,NA,4.498,0,0.998,0,32.994,5.923,8.646,9.500,0
C13V1003,58.330,female,NA,NA,NA,8.434,0,0,4.248,11.994,11.865,13.496,16.338,0
C13V1004,58.330,female,NA,NA,NA,0,0,0,0,14.994,5.652,31.418,5.997,0
C13V1005,66.670,female,NA,NA,NA,0,0.504,11.244,0.752,19.240,12.745,16.009,5.751,0
C13V1006,58.330,female,NA,NA,NA,0,1.000,5.246,8.000,19.204,9.401,7.248,8.747,0
C13V1007,58.330,female,NA,NA,NA,0,0,0,16.457,11.147,27.733,0.001,2.496,0
C13V1008,58.330,female,NA,NA,NA,0,1.750,0,15.308,0,32.812,2.999,6.746,0
C13V1009,58.330,female,NA,NA,NA,0,0,0,12.997,0,35.048,0,9.996,0
C13V1010,26.030,female,NA,NA,NA,0,0,1.500,0.749,14.645,4.184,3.252,1.246,0
C13V2000,66.730,female,NA,NA,NA,2.247,0,17.251,24.891,1.000,12.491,1.749,8.857,0
C13V2001,58.330,female,NA,NA,NA,5.497,0,22.747,3.125,7.994,3.309,3.001,17.898,0
C13V2002,58.330,female,NA,NA,NA,0,0,9.418,10.885,1.252,26.491,0,9.999,0
C13V2003,58.330,female,NA,NA,NA,0,0,7.903,18.993,1.248,18.419,3.251,8.239,0
C13V2004,58.330,female,NA,NA,NA,9.246,0,9.243,12.473,0.746,11.749,0.997,22.642,0
C13V2005,66.670,female,NA,NA,NA,0,0,0.904,11.076,1.747,26.290,3.999,22.247,0
C13V2006,58.330,female,NA,NA,NA,0,0,0,30.394,0,22.663,0,4.990,0
C13V2007,58.330,female,NA,NA,NA,8.003,0,8.245,15.995,1.253,12.832,4.748,14.998,0
C13V2008,58.330,female,NA,NA,NA,0.251,0,0,9.988,0,24.004,0,24.057,0
C13V2009,58.330,female,NA,NA,NA,1.751,0,0,21.247,0,24.506,0,12.301,0
C13V2010,61.770,female,NA,NA,NA,0,0,0,38.141,0,19.840,0,3.351,0
C14V1000,66.160,female,NA,NA,NA,1.059,50.902,0,0,28.653,0,28.750,8.396,0
C14V1001,57.830,female,NA,NA,NA,0,0,0,0,0,0,15.920,41.654,0
C14V1002,57.830,female,NA,NA,NA,0,0,0,0,0,0,33.859,23.747,0
C14V1003,66.090,female,NA,NA,NA,0,0,0,0,0,0,6.153,59.676,0
C14V1004,57.830,female,NA,NA,NA,0,0,0,0,0,0,27.972,29.404,0
C14V1005,57.830,female,NA,NA,NA,0.750,0,0,0,0,0,52.578,4.996,0
C14V1006,57.830,female,NA,NA,NA,0,0,0,0,0,0,41.903,15.672,0
C14V1007,66.090,female,NA,NA,NA,0,0,0,0,0,0,8.997,56.615,0
C14V1008,57.830,female,NA,NA,NA,0,0,0,0,0,0,10.671,46.904,0
C14V1009,57.830,female,NA,NA,NA,0,0,0,0,0.318,0,55.465,1.753,0
C14V1010,57.830,female,NA,NA,NA,0,0,0,0,1.500,0,19.398,36.679,0
C14V2000,66.160,female,NA,NA,NA,0,0,26.213,39.653,0,0,0,0,0
C14V2001,57.830,female,NA,NA,NA,0,0,19.153,0,8.743,0,29.473,0,0
C14V2002,57.830,female,NA,NA,NA,0,0,16.854,0,6.998,0,32.897,0,0
C14V2003,66.090,female,NA,NA,NA,0,0,22.048,0,14.146,0,29.653,0,0
C14V2004,57.830,female,NA,NA,NA,0,0,19.168,0,15.395,0,20.492,2.500,0
C14V2005,57.830,female,NA,NA,NA,11.752,0,2.903,0,1.750,0,13.748,39.162,0
C14V2006,57.830,female,NA,NA,NA,11.746,0,6.181,18.501,0,2.246,20.499,10.153,0
C14V2007,66.090,female,NA,NA,NA,0,0,9.403,0,1.750,0,54.467,0,0
C14V2008,57.830,female,NA,NA,NA,0,0,1.251,8.499,6.998,4.915,7.400,28.500,0
C14V2009,57.830,female,NA,NA,NA,0,0,19.752,6.246,22.160,0,9.404,0,0
C14V2010,31.330,female,NA,NA,NA,0.999,0,6.423,0,6.153,0,18.499,0,0
C15V1000,66.730,female,NA,NA,NA,1.808,0,0,0,0,0,39.313,26.901,0
C15V1001,58.330,female,NA,NA,NA,15.002,0,0,0,0,0,57.871,0,0
C15V1002,58.330,female,NA,NA,NA,0,5.750,0,0,0,0,14.117,43.753,0
C15V1003,58.330,female,NA,NA,NA,10.963,0,0,0,0,0,23.401,34.469,1
C15V1004,58.330,female,NA,NA,NA,19.002,0,0,0,0,0,0,57.863,0
C15V1005,66.670,female,NA,NA,NA,17.512,0,0,0,0.746,0,34.618,30.901,0
C15V1006,58.330,female,NA,NA,NA,11.503,0,0,0,0,0,26.400,31.675,0
C15V1007,58.330,female,NA,NA,NA,32.002,0,0,0,0,0,0,57.819,0
C15V1008,58.330,female,NA,NA,NA,22.756,0,0,0,0,0,35.673,22.402,0
C15V1009,58.330,female,NA,NA,NA,24.918,0,0,0,0,0,57.072,0.996,0
C15V1010,21.670,female,NA,NA,NA,0,0,0,0,3.213,0,12.651,5.498,0
C15V2000,66.730,female,NA,NA,NA,0,0,25.107,5.001,22.894,1.247,10.247,1.748,0
C15V2001,58.330,female,NA,NA,NA,0,0,19.898,38.179,0,0,0,0,0
C15V2002,58.330,female,NA,NA,NA,0,0,33.991,23.602,0,0.497,0,0,0
C15V2003,58.330,female,NA,NA,NA,3.375,0,10.749,36.150,0,1.000,0,10.182,0
C15V2004,58.330,female,NA,NA,NA,8.999,0,8.748,9.645,4.248,4.750,5.750,24.902,0
C15V2005,66.670,female,NA,NA,NA,37.363,0,7.244,0,4.749,0,52.868,1.403,0
C15V2006,58.330,female,NA,NA,NA,25.915,0,3.746,0,1.504,0,51.576,0.999,0
C15V2007,58.330,female,NA,NA,NA,22.751,0,18.249,0,2.248,0,37.568,0,0
C15V2008,58.330,female,NA,NA,NA,35.167,0,0,0,0,0,34.403,23.667,0
C15V2009,58.330,female,NA,NA,NA,38.325,0,0,0,2.501,0,40.417,15.153,0
C15V2010,25.700,female,NA,NA,NA,9.258,0,0,0,0,0,25.365,0,0
C16V1000,66.760,female,NA,NA,NA,0,31.208,0,0,0,0,13.402,52.958,0
C16V1001,58.350,female,NA,NA,NA,2.503,24.402,0,0,0,0,5.107,52.874,0
C16V1002,58.350,female,NA,NA,NA,1.752,0,0,0,0,0,17.744,40.307,0
C16V1003,58.350,female,NA,NA,NA,2.003,0,0,0,0,0,30.150,27.665,0
C16V1004,58.350,female,NA,NA,NA,0.748,0,0,0,1.248,0,37.964,18.903,0
C16V1005,66.690,female,NA,NA,NA,0,0,0,0,3.247,0,63.011,0,0
C16V1006,58.350,female,NA,NA,NA,8.832,0,0,0,1.499,0,56.552,0,0
C16V1007,58.350,female,NA,NA,NA,15.752,0,0,0,0,0,48.903,9.117,0
C16V1008,58.350,female,NA,NA,NA,36.272,0,0,0,0,0,54.368,3.652,0
C16V1009,58.350,female,NA,NA,NA,27.869,0,0,0,0.999,0.251,48.400,8.355,0
C16V1010,8.800,female,NA,NA,NA,0,0,0,0,0,0,5.653,2.618,0
C16V2000,66.760,female,NA,NA,NA,0.250,0,17.454,0,13.997,3.998,22.141,8.742,0
C16V2001,58.350,female,NA,NA,NA,0,0,21.864,35.250,0.998,0,0,0,0
C16V2002,58.350,female,NA,NA,NA,0,0,29.763,20.249,2.996,0,2.001,2.996,0
C16V2003,58.350,female,NA,NA,NA,0,0,23.770,19.245,1.997,8.493,0,4.499,0
C16V2004,58.350,female,NA,NA,NA,0.751,0,29.149,7.749,7.245,0,13.966,0,0
C16V2005,66.690,female,NA,NA,NA,6.500,0,16.611,0,13.496,0.749,35.401,0,0
C16V2006,58.350,female,NA,NA,NA,1.250,0,15.622,0,14.489,0,27.993,0,0
C16V2007,58.350,female,NA,NA,NA,1.505,0,16.399,9.739,13.996,3.504,7.997,6.360,0
C16V2008,58.350,female,NA,NA,NA,0,0,24.740,0,16.633,1.653,14.485,0.498,0
C16V2009,58.350,female,NA,NA,NA,1.004,0,15.887,2.749,12.244,7.754,8.651,10.731,0
C16V2010,24.010,female,NA,NA,NA,0,0,3.149,0,4.747,1.999,12.248,1.388,0
C17V1000,66.730,female,NA,NA,NA,11.867,0,1.149,0.250,3.244,5.744,21.243,34.362,0
C17V1001,58.330,female,NA,NA,NA,23.536,0,1.498,0,4.501,6.498,28.245,17.104,0
C17V1002,58.330,female,NA,NA,NA,52.250,0,0.001,1.305,0.332,2.287,0,54.153,0
C17V1003,58.330,female,NA,NA,NA,39.467,0,0,0,0,0.401,5.497,51.973,0
C17V1004,58.330,female,NA,NA,NA,27.181,0,0,0,0,3.494,0,54.582,0
C17V2005,66.670,female,NA,NA,NA,0,0,20.249,0,19.296,0,26.644,0,0
C17V2006,58.330,female,NA,NA,NA,9.750,0,13.673,4.250,13.985,2.747,13.397,9.996,0
C17V2007,58.330,female,NA,NA,NA,14.748,0,9.997,1.253,13.388,0.747,31.670,0.999,0
C17V2008,58.330,female,NA,NA,NA,3.005,0,19.167,0,9.246,0,29.642,0,0
C17V2009,58.330,female,NA,NA,NA,11.667,0,11.996,0,11.143,0,34.910,0,0
C18V1000,60.530,female,NA,NA,NA,0,0,11.653,0.749,19.747,14.702,8.993,4.251,0
C18V1001,59.530,female,NA,NA,NA,26.757,0,0,0,0.325,0.902,40.155,17.745,0
C18V1002,60.500,female,NA,NA,NA,32.608,0,0,0,4.407,0,33.492,22.110,0
C18V1003,60.530,female,NA,NA,NA,20.737,0,1.500,2.249,0,7.244,4.018,45.271,0
C18V1004,59.530,female,NA,NA,NA,4.999,0,31.166,1.000,2.899,1.251,12.748,10.250,0
C18V2005,60.530,female,NA,NA,NA,0.496,0,30.495,9.118,7.490,2.494,6.651,3.751,0
C18V2006,59.530,female,NA,NA,NA,0,0,19.896,7.999,10.743,0.999,19.466,0,0
C18V2007,60.530,female,NA,NA,NA,27.002,0,1.654,0,0.996,3.870,30.496,22.993,0
C18V2008,59.530,female,NA,NA,NA,2.001,0,0,12.899,0,24.952,0,21.247,0
C18V2009,60.530,female,NA,NA,NA,3.749,0,25.497,15.116,1.747,2.498,11.494,3.753,0
C19V1000,66.420,female,NA,NA,NA,6.753,0,8.898,14.216,8.486,6.740,18.505,9.255,0
C19V1001,58.060,female,NA,NA,NA,0,0,6.869,27.746,0,16.886,0,5.993,0
C19V1002,58.060,female,NA,NA,NA,0,0,17.741,0,18.859,0,20.993,0,0
C19V1003,58.060,female,NA,NA,NA,0,0,29.815,0,9.744,0,18.241,0,0
C19V1004,66.360,female,NA,NA,NA,0,0,17.862,0,15.483,0,32.745,0,0
C19V2004,66.360,female,NA,NA,NA,0,0,45.645,19.471,1.001,0,0,0,0
