ID,in_L_s,in_L_nb,in_R_s,in_R_nb,nr_L_s,nr_L_nb,nr_R_s,nr_R_nb,far_L_s,far_L_nb,far_R_s,far_R_nb,peck_L_nb,peck_R_nb,lat_in_L,lat_in_R,lat_nr_L,lat_nr_R,lat_far_L,lat_far_R,cue,sex,tank,dem_feeder,in_dem_s,in_dem_lat_s,in_nondem_s,in_nondem_lat_s,nr_dem_s,nr_dem_lat_s,nr_nondem_s,nr_nondem_lat_s,far_dem_s,far_dem_lat_s,far_nondem_s,far_nondem_lat_s,time
AC4F4,41.751,3,92.238,6,12.736,5,11.006,10,11.001999999999999,4,16.989,9,0,0,30.660999999999945,329.16099999999994,29.662000000000035,329.15999999999997,23.158000000000015,155.659,ac,f,AC4,ver,41.751,30.660999999999945,92.238,329.16099999999994,12.736,29.662000000000035,11.006,329.15999999999997,11.001999999999999,23.158000000000015,16.989,155.659,PM
AC4F5,50.458,19,235.221,13,35.254,26,53.009,24,15.984,14,21.473,20,0,0,340.73,11.476999999999975,340.22799999999995,11.225000000000023,339.22799999999995,10.728999999999985,ac,f,AC4,hor,235.221,11.476999999999975,50.458,340.73,53.009,11.225000000000023,35.254,340.22799999999995,21.473,10.728999999999985,15.984,339.22799999999995,PM
AC4M1,84.65299999999999,11,10.999,1,66.977,15,24.251,4,43.751,10,17.246,5,0,0,225.654,419.16200000000003,223.65999999999997,138.66200000000003,221.15999999999997,135.15999999999997,ac,m,AC4,ver,84.65299999999999,225.654,10.999,419.16200000000003,66.977,223.65999999999997,24.251,138.66200000000003,43.751,221.15999999999997,17.246,135.15999999999997,PM
AC5F1,38.006,4,38.506,5,28.226999999999997,8,18.482,9,17.245,8,17.253,8,0,0,158.909,228.16099999999994,150.16200000000003,223.90999999999997,147.659,222.409,ac,f,AC5,hor,38.506,228.16099999999994,38.006,158.909,18.482,223.90999999999997,28.226999999999997,150.16200000000003,17.253,222.409,17.245,147.659,AM
AC5F2,48.997,3,136.981,12,10.738,7,38.488,19,28.999,8,17.742,14,0,0,92.16399999999999,151.163,91.65899999999999,150.90800000000002,90.66200000000003,150.413,ac,f,AC5,ver,48.997,92.16399999999999,136.981,151.163,10.738,91.65899999999999,38.488,150.90800000000002,28.999,90.66200000000003,17.742,150.413,AM
AC5F3,10.751,2,208.488,12,14.491,4,69.236,19,9.248,4,21.239,15,0,0,143.163,52.660999999999945,142.40999999999997,50.660999999999945,141.66099999999994,49.658000000000015,ac,f,AC5,hor,208.488,52.660999999999945,10.751,143.163,69.236,50.660999999999945,14.491,142.40999999999997,21.239,49.658000000000015,9.248,141.66099999999994,AM
AC5F4,247.75,2,150.005,6,17.148999999999997,4,94.733,7,4.254,3,4.747,3,0,0,296.66600000000005,31.408999999999992,296.66499999999996,30.659999999999968,294.159,30.160999999999945,ac,f,AC5,ver,247.75,296.66600000000005,150.005,31.408999999999992,17.148999999999997,296.66499999999996,94.733,30.659999999999968,4.254,294.159,4.747,30.160999999999945,PM
AC5F5,0,0,586.157,2,0,0,0.001,1,0,0,0.5,1,0,0,600,14.162000000000035,600,14.160999999999945,600,13.660999999999945,ac,f,AC5,ver,0,600,586.157,14.162000000000035,0,600,0.001,14.160999999999945,0,600,0.5,13.660999999999945,PM
AC5M1,35.757000000000005,3,23.003,1,9.487,6,11.986,3,35.477999999999994,8,26.497999999999998,8,0,0,186.16099999999994,67.15999999999997,183.66499999999996,66.16200000000003,43.15899999999999,65.40899999999999,ac,m,AC5,hor,23.003,67.15999999999997,35.757000000000005,186.16099999999994,11.986,66.16200000000003,9.487,183.66499999999996,26.497999999999998,65.40899999999999,35.477999999999994,43.15899999999999,AM
AC5M2,5.25,3,2.5,1,6.242,6,100.97200000000001,77,4.999,5,51.954,105,0,0,16.160999999999945,35.65999999999997,15.659999999999968,35.162000000000035,15.158000000000015,35.160999999999945,ac,m,AC5,ver,5.25,16.160999999999945,2.5,35.65999999999997,6.242,15.659999999999968,100.97200000000001,35.162000000000035,4.999,15.158000000000015,51.954,35.160999999999945,AM
AC5M3,217.484,10,39.238,10,34.497,16,24.147,19,23.239,14,15.744,15,0,0,61.66300000000001,41.66399999999999,59.660999999999945,33.66300000000001,57.41300000000001,32.912000000000035,ac,m,AC5,hor,39.238,41.66399999999999,217.484,61.66300000000001,24.147,33.66300000000001,34.497,59.660999999999945,15.744,32.912000000000035,23.239,57.41300000000001,PM
AC5M4,19.753,18,11.260000000000002,9,73.095,34,32.332,19,27.947,32,17.19,22,0,0,147.20000000000005,166.66700000000003,119.93299999999999,164.53300000000002,118.29999999999995,163.60000000000002,ac,m,AC5,ver,19.753,147.20000000000005,11.260000000000002,166.66700000000003,73.095,119.93299999999999,32.332,164.53300000000002,27.947,118.29999999999995,17.19,163.60000000000002,PM
AC6F1,26.990000000000002,4,31.003999999999998,8,141.89100000000002,20,63.491,12,27.487000000000002,26,9.983,8,0,0,70.66200000000003,23.166000000000054,70.40899999999999,21.158999999999992,69.65899999999999,19.664999999999964,ac,f,AC6,hor,31.003999999999998,23.166000000000054,26.990000000000002,70.66200000000003,63.491,21.158999999999992,141.89100000000002,70.40899999999999,9.983,19.664999999999964,27.487000000000002,69.65899999999999,AM
AC6F2,19.248,5,37.004,7,193.111,33,26.219,12,73.453,47,15.756,11,0,0,55.15999999999997,33.162000000000035,52.662000000000035,32.162000000000035,19.659999999999968,29.658000000000015,ac,f,AC6,ver,19.248,55.15999999999997,37.004,33.162000000000035,193.111,52.662000000000035,26.219,32.162000000000035,73.453,19.659999999999968,15.756,29.658000000000015,AM
AC6F3,31.716,16,66.959,26,84.234,27,117.234,40,26.997,19,31.470999999999997,25,0,0,52.160999999999945,36.16300000000001,51.66399999999999,35.160999999999945,49.90700000000004,35.15999999999997,ac,f,AC6,hor,66.959,36.16300000000001,31.716,52.160999999999945,117.234,35.160999999999945,84.234,51.66399999999999,31.470999999999997,35.15999999999997,26.997,49.90700000000004,PM
AC6M1,30.224,16,27.96,22,67.234,34,119.891,48,31.211000000000002,32,30.759,45,0,0,3.9119999999999777,25.413999999999987,3.1639999999999873,24.663999999999987,3.163000000000011,23.910999999999945,ac,m,AC6,hor,27.96,25.413999999999987,30.224,3.9119999999999777,119.891,24.663999999999987,67.234,3.1639999999999873,30.759,23.910999999999945,31.211000000000002,3.163000000000011,AM
AC6M2,2.504,1,17.493000000000002,10,36.999,17,83.975,39,25.236,34,38.962,50,0,0,23.160000000000025,11.161999999999978,22.908000000000015,10.161999999999978,22.411999999999978,2.1639999999999873,ac,m,AC6,ver,2.504,23.160000000000025,17.493000000000002,11.161999999999978,36.999,22.908000000000015,83.975,10.161999999999978,25.236,22.411999999999978,38.962,2.1639999999999873,AM
AC6M3,17.491,4,18.989,13,12.745000000000001,11,59.728,25,14.754000000000001,13,23.484,25,0,0,146.90800000000002,60.90899999999999,145.163,60.40999999999997,143.65700000000004,59.66300000000001,ac,m,AC6,ver,17.491,146.90800000000002,18.989,60.90899999999999,12.745000000000001,145.163,59.728,60.40999999999997,14.754000000000001,143.65700000000004,23.484,59.66300000000001,PM
AC7F1,36.494,9,80.503,3,66.241,17,8.245000000000001,7,21.73,16,19.49,7,0,0,69.154,109.16099999999994,68.15599999999995,107.90800000000002,66.90499999999997,107.90800000000002,ac,f,AC7,ver,36.494,69.154,80.503,109.16099999999994,66.241,68.15599999999995,8.245000000000001,107.90800000000002,21.73,66.90499999999997,19.49,107.90800000000002,AM
AC7F2,45.724000000000004,9,39.986000000000004,5,77.169,15,22.495,9,23.738999999999997,13,19.752,12,0,0,164.90700000000004,6.658999999999992,164.15700000000004,5.1580000000000155,163.159,4.661999999999978,ac,f,AC7,ver,45.724000000000004,164.90700000000004,39.986000000000004,6.658999999999992,77.169,164.15700000000004,22.495,5.1580000000000155,23.738999999999997,163.159,19.752,4.661999999999978,AM
AC7F3,54.223,13,106.72299999999998,17,48.233000000000004,24,69.736,28,23.009,22,24.231,20,0,0,17.408999999999992,61.16399999999999,17.158999999999992,61.16300000000001,13.160000000000025,60.66300000000001,ac,f,AC7,hor,106.72299999999998,61.16399999999999,54.223,17.408999999999992,69.736,61.16300000000001,48.233000000000004,17.158999999999992,24.231,60.66300000000001,23.009,13.160000000000025,AM
AC7F4,11.16,3,57.234,6,18.493000000000002,4,23.007,10,4.753,4,8.254,10,0,0,297.41200000000003,210.91099999999994,297.41099999999994,210.15700000000004,296.663,209.40599999999995,ac,f,AC7,hor,57.234,210.91099999999994,11.16,297.41200000000003,23.007,210.15700000000004,18.493000000000002,297.41099999999994,8.254,209.40599999999995,4.753,296.663,PM
AC7F5,20.986,7,37.477000000000004,8,26.5,14,48.243,12,17.735,13,15.265,9,0,0,45.40999999999997,221.66099999999994,44.15899999999999,220.663,42.16399999999999,215.40999999999997,ac,f,AC7,ver,20.986,45.40999999999997,37.477000000000004,221.66099999999994,26.5,44.15899999999999,48.243,220.663,17.735,42.16399999999999,15.265,215.40999999999997,PM
AC7F6,0,0,455.65200000000004,2,0,0,0.501,1,0,0,0.494,1,0,0,600,144.66200000000003,600,144.15999999999997,600,143.66499999999996,ac,f,AC7,hor,455.65200000000004,144.66200000000003,0,600,0.501,144.15999999999997,0,600,0.494,143.66499999999996,0,600,PM
AC7M1,12.495000000000001,7,108.62100000000001,31,28.236,14,200.725,49,12.261,12,45.208,36,0,0,28.658999999999992,5.663999999999987,28.162000000000035,4.663000000000011,27.663999999999987,3.6639999999999873,ac,m,AC7,ver,12.495000000000001,28.658999999999992,108.62100000000001,5.663999999999987,28.236,28.162000000000035,200.725,4.663000000000011,12.261,27.663999999999987,45.208,3.6639999999999873,AM
AC7M2,20.229,13,31.459000000000003,20,139.719,28,63.986999999999995,40,20.742,27,28.183999999999997,40,0,0,61.22500000000002,39.97500000000002,60.23000000000002,39.226,58.72799999999995,38.72799999999995,ac,m,AC7,hor,31.459000000000003,39.97500000000002,20.229,61.22500000000002,63.986999999999995,39.226,139.719,60.23000000000002,28.183999999999997,38.72799999999995,20.742,58.72799999999995,AM
AC7M3,34.964,22,20.235,11,43.232,35,58.976,35,15.006,27,28.731,44,0,0,8.163000000000011,18.404999999999973,7.406999999999982,17.656999999999982,7.406000000000006,17.158999999999992,ac,m,AC7,hor,20.235,18.404999999999973,34.964,8.163000000000011,58.976,17.656999999999982,43.232,7.406999999999982,28.731,17.158999999999992,15.006,7.406000000000006,AM
C2F1,88.482,8,26.744999999999997,6,51.233000000000004,15,39.248,12,21.496000000000002,17,11.49,11,0,0,7.663999999999987,166.15800000000002,6.4080000000000155,99.15999999999997,5.664999999999964,97.16200000000003,c,f,C2,hor,26.744999999999997,166.15800000000002,88.482,7.663999999999987,39.248,99.15999999999997,51.233000000000004,6.4080000000000155,11.49,97.16200000000003,21.496000000000002,5.664999999999964,AM
C2F2,33.417,7,183.95100000000002,31,41.492000000000004,11,146.977,40,9.239,9,19.997,16,0,0,17.658999999999992,37.412000000000035,14.160999999999945,36.66300000000001,12.662000000000035,36.15999999999997,c,f,C2,ver,33.417,17.658999999999992,183.95100000000002,37.412000000000035,41.492000000000004,14.160999999999945,146.977,36.66300000000001,9.239,12.662000000000035,19.997,36.15999999999997,AM
C2M1,188.941,59,16.473,10,126.196,68,18.01,13,8.738,18,5.248,7,0,0,101.90499999999997,121.16399999999999,101.15499999999997,120.65499999999997,100.90499999999997,119.16099999999994,c,m,C2,hor,16.473,121.16399999999999,188.941,101.90499999999997,18.01,120.65499999999997,126.196,101.15499999999997,5.248,119.16099999999994,8.738,100.90499999999997,AM
C2M2,0,0,70.162,16,0,0,49.227000000000004,22,4.005,1,12.503,15,0,0,600,198.41099999999994,600,197.409,257.159,196.15800000000002,c,m,C2,ver,0,600,70.162,198.41099999999994,0,600,49.227000000000004,197.409,4.005,257.159,12.503,196.15800000000002,PM
C3F1,244.143,6,0,0,66.504,11,0,0,34.501000000000005,12,1.253,1,0,0,16.660999999999945,600,16.158000000000015,600,14.908000000000015,181.15800000000002,c,f,C3,ver,244.143,16.660999999999945,0,600,66.504,16.158000000000015,0,600,34.501000000000005,14.908000000000015,1.253,181.15800000000002,AM
C3F2,72.954,28,3.749,1,204.231,43,11.248,2,28.227999999999998,29,1.997,2,0,0,14.164999999999964,583.4110000000001,11.908999999999992,583.4100000000001,10.158000000000015,582.163,c,f,C3,hor,3.749,583.4110000000001,72.954,14.164999999999964,11.248,583.4100000000001,204.231,11.908999999999992,1.997,582.163,28.227999999999998,10.158000000000015,PM
C3F3,139.484,11,70.654,3,56.492000000000004,21,16.747999999999998,5,36.483000000000004,19,8.498999999999999,6,3,0,31.663999999999987,287.163,31.66300000000001,284.16200000000003,31.16300000000001,283.16099999999994,c,f,C3,hor,70.654,287.163,139.484,31.663999999999987,16.747999999999998,284.16200000000003,56.492000000000004,31.66300000000001,8.498999999999999,283.16099999999994,36.483000000000004,31.16300000000001,PM
C3M1,0,0,133.256,7,0,0,36.467,13,0,0,48.005,14,0,0,600,159.65999999999997,600,154.664,600,152.66099999999994,c,m,C3,ver,0,600,133.256,159.65999999999997,0,600,36.467,154.664,0,600,48.005,152.66099999999994,AM
C3M2,48.968,24,24.756999999999998,20,145.721,35,77.10499999999999,32,11.764,19,18.746000000000002,23,0,0,58.90700000000004,50.662000000000035,58.40700000000004,50.16300000000001,57.658000000000015,39.162000000000035,c,m,C3,hor,24.756999999999998,50.662000000000035,48.968,58.90700000000004,77.10499999999999,50.16300000000001,145.721,58.40700000000004,18.746000000000002,39.162000000000035,11.764,57.658000000000015,AM
C3M3,61.493,40,26.239,25,89.654,50,98.471,51,11.753,21,25.71,51,0,0,2.4069999999999823,23.158999999999992,1.6580000000000155,22.65599999999995,1.1610000000000014,22.16300000000001,c,m,C3,ver,61.493,2.4069999999999823,26.239,23.158999999999992,89.654,1.6580000000000155,98.471,22.65599999999995,11.753,1.1610000000000014,25.71,22.16300000000001,PM
C3M4,102.211,52,43.229,20,133.902,66,74.215,35,18.752,25,19.731,25,0,0,36.65899999999999,19.404999999999973,35.660999999999945,18.658000000000015,34.660000000000025,16.911999999999978,c,m,C3,hor,43.229,19.404999999999973,102.211,36.65899999999999,74.215,18.658000000000015,133.902,35.660999999999945,19.731,16.911999999999978,18.752,34.660000000000025,PM
C4F1,0,0,502.65799999999996,4,0,0,22.987,5,0,0,7.752,5,0,0,600,21.159999999999968,600,20.662000000000035,600,19.661,c,f,C4,ver,0,600,502.65799999999996,21.159999999999968,0,600,22.987,20.662000000000035,0,600,7.752,19.661,AM
C4F2,29.991,8,14.5,7,53.124,21,42.966,21,15.756,21,33.262,29,0,0,21.160999999999945,6.413000000000011,20.163999999999987,4.158999999999992,19.162000000000035,3.158999999999992,c,f,C4,hor,14.5,6.413000000000011,29.991,21.160999999999945,42.966,4.158999999999992,53.124,20.163999999999987,33.262,3.158999999999992,15.756,19.162000000000035,AM
C4F3,54.239,22,30.499000000000002,20,80.221,38,60.956,33,30.71,32,19.22,26,0,0,9.163000000000011,53.410999999999945,8.908000000000015,53.40999999999997,8.158999999999992,52.91399999999999,c,f,C4,ver,54.239,9.163000000000011,30.499000000000002,53.410999999999945,80.221,8.908000000000015,60.956,53.40999999999997,30.71,8.158999999999992,19.22,52.91399999999999,PM
C4F4,20.738999999999997,12,27.491,21,40.721999999999994,19,262.63,36,11.263,14,17.969,29,0,0,55.160999999999945,37.65999999999997,55.15999999999997,37.65899999999999,54.410999999999945,37.15999999999997,c,f,C4,hor,27.491,37.65999999999997,20.738999999999997,55.160999999999945,262.63,37.65899999999999,40.721999999999994,55.15999999999997,17.969,37.15999999999997,11.263,54.410999999999945,PM
C4F5,40.492999999999995,6,83.493,9,33.241,12,32.495000000000005,17,15.479,12,23.214,16,0,0,50.908000000000015,77.15999999999997,47.662000000000035,76.16200000000003,46.666000000000054,74.66499999999996,c,f,C4,ver,40.492999999999995,50.908000000000015,83.493,77.15999999999997,33.241,47.662000000000035,32.495000000000005,76.16200000000003,15.479,46.666000000000054,23.214,74.66499999999996,PM
C4M1,16.003,4,21.234,17,6.492,8,58.47,43,4.999,8,35.954,49,0,0,23.154999999999973,122.91099999999994,22.654999999999973,122.16300000000001,21.656999999999982,120.65800000000002,c,m,C4,ver,16.003,23.154999999999973,21.234,122.91099999999994,6.492,22.654999999999973,58.47,122.16300000000001,4.999,21.656999999999982,35.954,120.65800000000002,AM
C4M2,36.894999999999996,22,29.22,28,52.958,37,194.206,56,19.498,30,29.767000000000003,49,0,0,1.1580000000000155,28.159999999999968,0.6609999999999445,27.662000000000035,0.4049999999999727,27.660999999999945,c,m,C4,hor,29.22,28.159999999999968,36.894999999999996,1.1580000000000155,194.206,27.662000000000035,52.958,0.6609999999999445,29.767000000000003,27.660999999999945,19.498,0.4049999999999727,AM
C4M3,43.097,31,114.991,28,77.708,48,59.95100000000001,38,19.287,33,10.979,20,0,0,122.65999999999997,37.15999999999997,122.16099999999994,36.662000000000035,121.66300000000001,36.660999999999945,c,m,C4,ver,43.097,122.65999999999997,114.991,37.15999999999997,77.708,122.16099999999994,59.95100000000001,36.662000000000035,19.287,121.66300000000001,10.979,36.660999999999945,PM
C5F1,69.494,16,74.991,29,65.211,22,113.212,36,11.763,10,11.145,15,0,0,125.41300000000001,59.162000000000035,124.90899999999999,58.412000000000035,124.41300000000001,57.90999999999997,c,f,C5,ver,69.494,125.41300000000001,74.991,59.162000000000035,65.211,124.90899999999999,113.212,58.412000000000035,11.763,124.41300000000001,11.145,57.90999999999997,AM
C5F2,36.741,5,51.743,4,16.735,9,14.246,8,11.008,8,6.998,8,0,0,213.159,397.15700000000004,212.66200000000003,396.159,211.66200000000003,395.909,c,f,C5,ver,36.741,213.159,51.743,397.15700000000004,16.735,212.66200000000003,14.246,396.159,11.008,211.66200000000003,6.998,395.909,AM
C5F3,19.146,8,32.010000000000005,9,34.482,17,27.726,23,13.995000000000001,16,22.474,26,0,0,178.15800000000002,46.66399999999999,177.663,46.40700000000004,177.16200000000003,45.41300000000001,c,f,C5,hor,32.010000000000005,46.66399999999999,19.146,178.15800000000002,27.726,46.40700000000004,34.482,177.663,22.474,45.41300000000001,13.995000000000001,177.16200000000003,AM
C5F4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,600,600,600,600,c,f,C5,hor,0,600,0,600,0,600,0,600,0,600,0,600,AM
C5F5,29.233,7,77.971,15,38.239,20,45.891,31,26.732,23,29.25,28,0,1,28.662000000000035,86.41300000000001,28.162000000000035,85.65800000000002,27.663999999999987,85.15999999999997,c,f,C5,ver,29.233,28.662000000000035,77.971,86.41300000000001,38.239,28.162000000000035,45.891,85.65800000000002,26.732,27.663999999999987,29.25,85.15999999999997,PM
C5M1,54.70100000000001,67,6.994,4,277.813,102,21.243,7,37.947,64,2.246,5,0,0,0.9099999999999682,480.66700000000003,0.4109999999999445,480.16499999999996,0.40999999999996817,480.164,c,m,C5,ver,54.70100000000001,0.9099999999999682,6.994,480.66700000000003,277.813,0.4109999999999445,21.243,480.16499999999996,37.947,0.40999999999996817,2.246,480.164,AM
C5M2,25.23,6,28.253999999999998,6,19.003,12,64.987,26,10.01,11,38.232,39,0,0,172.69600000000003,138.69600000000003,170.69500000000005,136.69100000000003,169.44299999999998,135.69299999999998,c,m,C5,hor,28.253999999999998,138.69600000000003,25.23,172.69600000000003,64.987,136.69100000000003,19.003,170.69500000000005,38.232,135.69299999999998,10.01,169.44299999999998,AM
C5M3,22.233999999999998,16,28.467,18,61.988,39,32.980000000000004,38,28.966,43,27.251,39,0,0,7.163000000000011,15.163000000000011,7.161999999999978,14.663000000000011,6.156999999999982,13.658000000000015,c,m,C5,ver,22.233999999999998,7.163000000000011,28.467,15.163000000000011,61.988,7.161999999999978,32.980000000000004,14.663000000000011,28.966,6.156999999999982,27.251,13.658000000000015,PM
C6F1,0,0,39.987,4,0,0,186.497,7,0,0,5.247,6,0,0,600,239.91600000000005,600,239.66600000000005,600,239.414,c,f,C6,hor,39.987,239.91600000000005,0,600,186.497,239.66600000000005,0,600,5.247,239.414,0,600,AM
C6F2,36.99,22,24.481,14,73.47,33,125.952,42,14.018,21,36.980000000000004,51,0,0,24.184999999999945,7.932000000000016,23.186000000000035,6.682000000000016,23.184999999999945,5.67999999999995,c,f,C6,hor,24.481,7.932000000000016,36.99,24.184999999999945,125.952,6.682000000000016,73.47,23.186000000000035,36.980000000000004,5.67999999999995,14.018,23.184999999999945,AM
C6F3,36.237,9,70.742,17,108.745,16,55.721000000000004,26,11.719000000000001,12,14.257000000000001,17,0,0,105.41200000000003,50.40599999999995,103.90499999999997,48.15499999999997,102.65899999999999,46.653999999999996,c,f,C6,ver,36.237,105.41200000000003,70.742,50.40599999999995,108.745,103.90499999999997,55.721000000000004,48.15499999999997,11.719000000000001,102.65899999999999,14.257000000000001,46.653999999999996,PM
C6F4,215.16,4,0,0,12.475,4,0,0,2.009,3,0,0,0,0,288.899,600,286.904,600,286.4,600,c,f,C6,ver,215.16,288.899,0,600,12.475,286.904,0,600,2.009,286.4,0,600,PM
C6M1,25.722,14,60.153999999999996,14,43.233,28,60.495999999999995,27,20.967,27,27.718,30,0,2,80.16300000000001,23.41300000000001,79.40800000000002,23.159999999999968,78.91200000000003,21.65700000000004,c,m,C6,hor,60.153999999999996,23.41300000000001,25.722,80.16300000000001,60.495999999999995,23.159999999999968,43.233,79.40800000000002,27.718,21.65700000000004,20.967,78.91200000000003,AM
C6M2,123.242,16,61.004999999999995,11,58.199,25,31.465,20,17.014,16,15.235,17,0,0,88.16099999999994,112.15899999999999,87.41099999999994,111.65800000000002,85.40700000000004,110.15899999999999,c,m,C6,hor,61.004999999999995,112.15899999999999,123.242,88.16099999999994,31.465,111.65800000000002,58.199,87.41099999999994,15.235,110.15899999999999,17.014,85.40700000000004,AM
C6M3,30.718000000000004,9,24.235,9,16.225,16,46.495000000000005,18,15.032,17,15.979,18,0,0,63.41999999999996,153.17499999999995,62.91399999999999,153.17399999999998,61.423,152.67200000000003,c,m,C6,ver,30.718000000000004,63.41999999999996,24.235,153.17499999999995,16.225,62.91399999999999,46.495000000000005,153.17399999999998,15.032,61.423,15.979,152.67200000000003,AM
C6M4,7.76,4,48.489000000000004,13,47.992,11,54.236000000000004,18,16.258,16,30.985999999999997,10,0,0,306.68399999999997,138.447,301.42999999999995,133.69600000000003,300.43100000000004,132.69600000000003,c,m,C6,ver,7.76,306.68399999999997,48.489000000000004,138.447,47.992,301.42999999999995,54.236000000000004,133.69600000000003,16.258,300.43100000000004,30.985999999999997,132.69600000000003,AM
C7F1,26.751,6,71.243,18,71.731,17,39.71,27,24.984,23,11.498999999999999,17,0,0,15.661000000000001,3.158999999999992,15.660000000000025,2.6580000000000155,15.410000000000025,2.1580000000000155,c,f,C7,ver,26.751,15.661000000000001,71.243,3.158999999999992,71.731,15.660000000000025,39.71,2.6580000000000155,24.984,15.410000000000025,11.498999999999999,2.1580000000000155,AM
C7F2,68.243,27,28.474,11,97.61,36,92.731,17,14.504999999999999,16,7.754999999999999,11,0,0,26.161999999999978,223.66200000000003,25.158999999999992,223.40999999999997,25.158000000000015,222.91200000000003,c,f,C7,hor,28.474,223.66200000000003,68.243,26.161999999999978,92.731,223.40999999999997,97.61,25.158999999999992,7.754999999999999,222.91200000000003,14.504999999999999,25.158000000000015,AM
C7F3,46.479,33,18.991,12,123.685,43,15.979000000000001,21,13.744,20,8.996,17,0,0,30.660000000000025,22.154999999999973,30.16300000000001,21.656000000000006,29.661999999999978,21.404999999999973,c,f,C7,ver,46.479,30.660000000000025,18.991,22.154999999999973,123.685,30.16300000000001,15.979000000000001,21.656000000000006,13.744,29.661999999999978,8.996,21.404999999999973,PM
C7M1,15.756,12,73.232,14,102.618,36,25.228,24,31.488,44,12.259,18,1,0,46.65999999999997,35.161,46.160999999999945,34.16199999999998,45.658000000000015,33.15499999999997,c,m,C7,ver,15.756,46.65999999999997,73.232,35.161,102.618,46.160999999999945,25.228,34.16199999999998,31.488,45.658000000000015,12.259,33.15499999999997,AM
